GEO_ID,County,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0500000US06063,Plumas County, California,27894,26843,27085,26856,25899,24284,26619,26144,27263,32305,50214
0500000US06065,Riverside County, California,29025,29323,28498,28260,28130,28006,28905,30035,30831,31767,34227
0500000US06067,Sacramento County, California,32166,32490,31971,31878,32071,31778,32102,33297,35289,36965,33488
0500000US06069,San Benito County, California,30188,31111,30525,30761,30854,30696,30604,32303,32949,35422,38212
0500000US06071,San Bernardino County, California,29232,29302,28676,28172,28145,27801,28124,29419,30537,31418,36842
0500000US06073,San Diego County, California,32342,32863,32290,32342,32722,32270,32656,34885,36157,37579,32488
0500000US06075,San Francisco County, California,42547,42839,43781,45089,46544,48739,51229,53317,57987,62539,39299
0500000US06077,San Joaquin County, California,29450,28514,27813,27310,27161,27462,29056,30685,31886,33364,64948
0500000US06079,San Luis Obispo County, California,25901,26187,26821,27004,27381,27240,28995,30153,30995,31821,35349
0500000US06081,San Mateo County, California,42701,43276,43590,43457,44090,43920,45591,47808,51601,53921,32815
0500000US06083,Santa Barbara County, California,25395,26084,25990,25915,25995,26109,26405,27225,28250,30042,56268
0500000US06085,Santa Clara County, California,42862,43701,44287,44681,45409,45978,47594,50051,52592,54763,31647
0500000US06087,Santa Cruz County, California,27743,28583,28758,28205,28702,28725,29284,30020,30613,31343,58214
0500000US06089,Shasta County, California,26124,26467,26152,26451,26412,26966,27534,29243,30428,31416,35535
0500000US06091,Sierra County, California,29945,34079,26500,24844,35257,30063,26830,29167,29602,29125,32903
0500000US06093,Siskiyou County, California,22152,22867,21629,21440,21280,21549,22014,24028,26376,26957,28867
0500000US06095,Solano County, California,35403,35511,35510,34614,34919,34631,35192,36248,38555,40062,27471
0500000US06097,Sonoma County, California,32146,32589,31956,32024,32216,32013,32221,34546,35481,37482,41587
0500000US06099,Stanislaus County, California,27291,27120,26574,26266,26436,26889,27882,29414,30920,32037,39513
0500000US06101,Sutter County, California,25281,25694,26044,26165,26757,26004,26563,26881,28408,30036,33203
